cashup_id,restaurant_id,bod_amount,sales,expenses,tax,delivery_charges,eod_amount,match_status,banking_id,cash_up_date,cashup_status
5615,16,1770.93,1957.78,1172.38,166.23,44.68,2511.65,True,5615,2024-05-19,Closed
5616,16,2388.36,2195.64,368.82,189.07,115.78,4099.4,True,5616,2024-05-20,Closed
5617,16,2059.95,2031.26,534.19,175.05,110.43,3446.59,True,5617,2024-05-21,Closed
5618,16,784.7,2072.85,714.89,178.4,106.93,2035.73,True,5618,2024-05-22,Closed
5619,16,1960.66,2251.49,582.92,191.66,63.35,3565.88,True,5619,2024-05-23,Closed
5620,16,1589.73,2167.75,310.95,185.86,94.34,3352.19,True,5620,2024-05-24,Closed
5621,16,824.56,2009.45,867.1,172.8,100.18,1866.73,True,5621,2024-05-25,Closed
5622,16,1763.26,2082.65,509.52,177.07,52.74,3283.65,True,5622,2024-05-26,Closed
5623,16,138.98,2092.33,880.89,179.18,85.64,1264.78,True,5623,2024-05-27,Closed
5624,16,985.79,1893.67,532.04,162.76,92.68,2254.74,True,5624,2024-05-28,Closed
5625,16,2043.1,2246.37,702.73,192.85,103.57,3483.17,True,5625,2024-05-29,Closed
5626,16,1146.33,1856.02,572.43,158.08,54.48,2375.44,True,5626,2024-05-30,Closed
5627,16,2230.68,1934.16,705.05,165.14,67.17,3392.62,True,5627,2024-05-31,Closed
5628,16,2477.43,2117.78,302.57,182.0,102.78,4189.86,True,5628,2024-06-01,Closed
5629,16,4129.9,1813.23,393.32,154.34,50.5,5499.31,True,5629,2024-06-02,Closed
5630,16,5286.13,2185.53,488.37,188.01,110.68,6872.61,True,5630,2024-06-03,Closed
5631,16,754.1,1976.39,213.74,168.39,59.36,2457.39,True,5631,2024-06-04,Closed
5632,16,22.04,2160.25,254.86,185.26,94.95,1832.48,True,5632,2024-06-05,Closed
5633,16,509.8,1693.04,224.85,144.39,54.49,1923.5,True,5633,2024-06-06,Closed
5634,16,1692.89,2106.47,278.62,179.35,59.29,3461.45,True,5634,2024-06-07,Closed
5635,16,2313.51,1803.48,1635.29,154.13,66.51,2415.19,True,5635,2024-06-08,Closed
5636,16,1603.45,2083.8,932.2,178.13,78.13,2676.92,True,5636,2024-06-09,Closed
5637,16,1173.61,2153.12,259.43,185.64,119.27,2948.03,True,5637,2024-06-10,Closed
5638,16,1188.77,2046.5,558.82,174.94,75.69,2600.76,True,5638,2024-06-11,Closed
5639,16,999.29,2219.82,364.11,190.19,94.54,2760.46,True,5639,2024-06-12,Closed
5640,16,1355.01,1997.66,203.96,170.89,77.11,3071.6,True,5640,2024-06-13,Closed
5641,16,2816.42,2084.84,777.81,178.45,83.48,4039.97,True,5641,2024-06-14,Closed
5642,16,2684.53,2077.93,555.7,178.68,103.69,4103.07,True,5642,2024-06-15,Closed
5643,16,1326.79,1953.07,528.2,168.0,98.33,2653.33,True,5643,2024-06-16,Closed
5644,16,441.38,1905.09,198.98,162.13,52.33,2095.16,True,5644,2024-06-17,Closed
5645,16,1525.14,1982.67,551.69,170.22,92.5,2863.62,True,5645,2024-06-18,Closed
5646,16,2352.87,2089.67,740.71,180.34,119.98,3581.85,True,5646,2024-06-19,Closed
5647,16,1834.22,2141.88,633.26,183.99,101.96,3240.88,True,5647,2024-06-20,Closed
5648,16,544.33,2112.74,639.57,179.28,45.07,1972.43,True,5648,2024-06-21,Closed
5649,16,624.66,1908.21,192.41,162.65,59.55,2280.91,True,5649,2024-06-22,Closed
5650,16,1983.83,1982.03,169.15,169.74,81.51,3715.2,True,5650,2024-06-23,Closed
5651,16,1439.0,2133.16,838.01,183.11,97.89,2636.26,True,5651,2024-06-24,Closed
5652,16,1178.57,2146.34,459.54,183.35,76.36,2789.01,True,5652,2024-06-25,Closed
5653,16,798.6,1983.76,966.37,169.99,83.56,1732.43,True,5653,2024-06-26,Closed
5654,16,95.38,2074.44,182.29,178.1,96.21,1891.32,True,5654,2024-06-27,Closed
5655,16,1691.13,2138.14,158.19,182.76,78.72,3592.36,True,5655,2024-06-28,Closed
5656,16,1256.32,2061.74,174.1,175.79,64.4,3079.56,True,5656,2024-06-29,Closed
5657,16,539.68,2111.7,430.66,180.26,72.24,2148.48,True,5657,2024-06-30,Closed
5658,16,931.33,1806.14,1614.72,154.49,69.88,1052.87,True,5658,2024-07-01,Closed
5659,16,287.45,2081.66,966.64,179.51,116.28,1286.19,True,5659,2024-07-02,Closed
5660,16,43.47,2204.61,888.59,189.09,98.13,1261.36,True,5660,2024-07-03,Closed
5661,16,203.34,2219.91,571.14,189.43,73.64,1778.47,True,5661,2024-07-04,Closed
5662,16,492.11,2022.87,234.83,173.67,93.27,2186.88,True,5662,2024-07-05,Closed
5663,16,2057.46,1927.94,438.33,164.51,63.81,3483.26,True,5663,2024-07-06,Closed
5664,16,3012.27,2066.58,328.11,176.9,82.74,4668.0,True,5664,2024-07-07,Closed
5665,16,2263.87,1913.72,536.48,163.36,64.3,3576.81,True,5665,2024-07-08,Closed
5666,16,794.14,2107.37,1647.16,180.8,93.78,1160.57,True,5666,2024-07-09,Closed
5667,16,748.29,1966.45,664.99,167.4,56.08,1993.67,True,5667,2024-07-10,Closed
5668,16,108.08,1840.3,684.81,157.64,76.5,1187.07,True,5668,2024-07-11,Closed
5669,16,546.01,2333.41,519.34,199.68,92.13,2267.95,True,5669,2024-07-12,Closed
5670,16,756.8,1859.96,606.26,159.49,81.53,1928.97,True,5670,2024-07-13,Closed
5671,16,1126.65,2121.28,1465.99,181.65,87.0,1694.94,True,5671,2024-07-14,Closed
5672,16,1662.19,1927.07,342.01,164.27,59.68,3187.57,True,5672,2024-07-15,Closed
5673,16,327.94,2040.44,639.81,175.08,91.73,1636.84,True,5673,2024-07-16,Closed
5674,16,907.56,2115.74,388.69,181.28,88.48,2546.13,True,5674,2024-07-17,Closed
5675,16,2247.01,2063.21,1476.28,176.11,69.95,2763.99,True,5675,2024-07-18,Closed
5676,16,2350.38,1785.48,857.01,152.99,74.86,3203.99,True,5676,2024-07-19,Closed
5677,16,2491.69,2006.67,373.81,172.03,86.95,4037.6,True,5677,2024-07-20,Closed
5678,16,3875.65,1979.71,629.3,169.09,70.77,5155.29,True,5678,2024-07-21,Closed
5679,16,3268.05,1763.44,643.16,152.25,103.01,4285.32,True,5679,2024-07-22,Closed
5680,16,3978.92,2112.61,943.64,179.11,41.65,5106.24,True,5680,2024-07-23,Closed
5681,16,1466.15,2000.09,684.64,172.01,100.21,2681.39,True,5681,2024-07-24,Closed
5682,16,2550.73,1816.92,483.21,154.26,41.3,3843.14,True,5682,2024-07-25,Closed
5683,16,623.34,2048.06,417.01,174.91,72.09,2182.3,True,5683,2024-07-26,Closed
5684,16,792.98,2120.96,270.31,181.84,92.24,2551.39,True,5684,2024-07-27,Closed
5685,16,1781.59,1984.28,465.85,170.26,89.58,3210.44,True,5685,2024-07-28,Closed
5686,16,578.65,1984.28,612.21,169.52,70.84,1879.88,True,5686,2024-07-29,Closed
5687,16,1824.62,1815.46,261.53,155.89,84.83,3293.72,True,5687,2024-07-30,Closed
5688,16,2646.67,2191.12,272.96,189.72,141.94,4422.89,True,5688,2024-07-31,Closed
5689,16,4055.74,2182.86,877.52,186.51,78.54,5282.54,True,5689,2024-08-01,Closed
5690,16,3452.38,2286.59,235.97,194.43,58.55,5444.45,True,5690,2024-08-02,Closed
5691,16,1158.39,1940.89,807.78,166.16,78.13,2213.37,True,5691,2024-08-03,Closed
5692,16,117.77,1990.55,427.99,170.95,93.63,1586.7,True,5692,2024-08-04,Closed
5693,16,1097.52,2126.97,336.67,182.42,93.62,2794.2,True,5693,2024-08-05,Closed
5694,16,1653.15,2107.67,301.55,180.69,91.08,3368.19,True,5694,2024-08-06,Closed
5695,16,1498.04,2130.24,286.08,182.52,90.16,3252.04,True,5695,2024-08-07,Closed
5696,16,442.84,1873.2,466.3,160.12,69.21,1780.53,True,5696,2024-08-08,Closed
5697,16,661.4,1875.28,477.33,159.74,55.35,2004.0,True,5697,2024-08-09,Closed
5698,16,1074.38,2173.27,478.41,185.63,76.93,2692.31,True,5698,2024-08-10,Closed
5699,16,103.91,1835.68,1578.33,157.95,93.93,267.33,True,5699,2024-08-11,Closed
5700,16,176.66,2016.79,594.16,172.02,65.61,1533.68,True,5700,2024-08-12,Closed
5701,16,236.5,2044.59,448.67,174.66,72.73,1759.69,True,5701,2024-08-13,Closed
5702,16,235.93,2106.02,715.25,181.39,111.89,1514.81,True,5702,2024-08-14,Closed
5703,16,710.46,2070.13,625.61,178.48,114.43,2040.55,True,5703,2024-08-15,Closed
5704,16,1898.94,2033.0,804.84,174.11,83.8,3043.3,True,5704,2024-08-16,Closed
5705,16,1990.69,2161.25,448.48,186.57,125.96,3577.5,True,5705,2024-08-17,Closed
5706,16,1411.64,1951.09,686.63,166.63,68.52,2607.58,True,5706,2024-08-18,Closed
5707,16,1576.44,1870.77,428.28,160.18,75.48,2943.45,True,5707,2024-08-19,Closed
5708,16,1877.38,1883.2,601.38,162.06,96.88,3062.32,True,5708,2024-08-20,Closed
5709,16,711.03,1853.54,541.84,159.86,103.7,1919.03,True,5709,2024-08-21,Closed
5710,16,662.67,1893.7,1150.34,162.34,81.21,1324.82,True,5710,2024-08-22,Closed
5711,16,882.4,1650.34,1360.01,142.0,84.18,1088.55,True,5711,2024-08-23,Closed
5712,16,700.38,1957.57,112.33,167.86,85.16,2460.46,True,5712,2024-08-24,Closed
5713,16,954.06,1941.81,420.63,165.93,70.3,2404.94,True,5713,2024-08-25,Closed
5714,16,274.07,1765.14,406.59,150.87,65.35,1567.27,True,5714,2024-08-26,Closed
5715,16,954.39,2052.66,215.34,175.41,74.55,2717.16,True,5715,2024-08-27,Closed
5716,16,1408.73,2167.53,434.42,185.16,77.21,3064.63,True,5716,2024-08-28,Closed
5717,16,1879.33,1866.17,634.97,159.66,72.69,3037.84,True,5717,2024-08-29,Closed
5718,16,2441.18,1857.16,1215.63,159.65,90.39,2992.32,True,5718,2024-08-30,Closed
5719,16,2820.72,2009.84,613.1,171.82,74.9,4142.56,True,5719,2024-08-31,Closed
5720,16,49.64,2329.34,388.51,199.12,86.38,1904.09,True,5720,2024-09-01,Closed
5721,16,1092.14,1804.3,227.96,155.07,87.23,2581.25,True,5721,2024-09-02,Closed
5722,16,91.85,1929.56,1049.51,165.37,82.88,889.02,True,5722,2024-09-03,Closed
5723,16,873.82,2095.41,397.36,178.79,69.14,2502.73,True,5723,2024-09-04,Closed
5724,16,1223.83,1927.51,345.57,164.77,71.7,2734.07,True,5724,2024-09-05,Closed
5725,16,2502.35,1620.04,401.41,138.58,62.51,3658.47,True,5725,2024-09-06,Closed
5726,16,1414.77,2137.4,524.24,182.38,71.43,2956.5,True,5726,2024-09-07,Closed
5727,16,2175.51,2205.86,634.98,187.84,64.38,3682.01,True,5727,2024-09-08,Closed
5728,16,1979.55,2083.38,851.83,178.52,88.65,3122.45,True,5728,2024-09-09,Closed
5729,16,645.46,1869.3,193.7,160.83,95.21,2225.85,True,5729,2024-09-10,Closed
5730,16,1488.01,2017.82,220.33,172.99,87.7,3197.8,True,5730,2024-09-11,Closed
5731,16,1792.46,2049.32,719.69,174.91,68.61,3053.48,True,5731,2024-09-12,Closed
5732,16,2055.44,1854.73,603.84,158.23,61.81,3244.52,True,5732,2024-09-13,Closed
5733,16,2944.23,1898.35,956.05,163.1,91.3,3795.23,True,5733,2024-09-14,Closed
5734,16,572.58,2010.13,196.84,171.84,75.21,2310.66,True,5734,2024-09-15,Closed
5735,16,375.89,1856.63,259.19,159.08,78.26,1895.07,True,5735,2024-09-16,Closed
5736,16,1035.99,1979.99,359.41,169.73,85.82,2570.75,True,5736,2024-09-17,Closed
5737,16,1786.11,1676.86,469.53,142.73,46.66,2946.78,True,5737,2024-09-18,Closed
5738,16,553.77,2098.52,175.89,178.82,63.72,2412.68,True,5738,2024-09-19,Closed
5739,16,244.11,2057.93,556.66,175.85,74.72,1670.66,True,5739,2024-09-20,Closed
5740,16,1395.03,2084.33,497.62,177.41,58.68,2923.06,True,5740,2024-09-21,Closed
5741,16,2069.75,1780.12,618.98,152.32,69.46,3161.43,True,5741,2024-09-22,Closed
5742,16,1380.85,1925.72,491.47,163.14,34.41,2780.69,True,5742,2024-09-23,Closed
5743,16,259.89,2150.6,502.73,184.72,101.1,1806.66,True,5743,2024-09-24,Closed
5744,16,1473.44,2101.28,270.21,179.62,77.3,3227.21,True,5744,2024-09-25,Closed
5745,16,711.83,1871.48,755.57,160.44,80.77,1746.97,True,5745,2024-09-26,Closed
5746,16,1700.42,1935.33,369.38,165.44,72.07,3194.3,True,5746,2024-09-27,Closed
5747,16,3147.35,2281.87,1854.08,196.86,129.31,3445.83,True,5747,2024-09-28,Closed
5748,16,3194.37,1918.86,1628.1,165.55,109.5,3375.63,True,5748,2024-09-29,Closed
5749,16,2733.56,2089.35,185.37,178.53,75.44,4562.1,True,5749,2024-09-30,Closed
5750,16,1229.36,2085.95,655.65,179.3,102.31,2557.35,True,5750,2024-10-01,Closed
5751,16,1242.93,1982.85,335.48,170.58,100.59,2789.71,True,5751,2024-10-02,Closed
5752,16,1533.32,1886.23,465.76,161.7,81.16,2872.63,True,5752,2024-10-03,Closed
5753,16,2551.54,1812.69,855.12,155.35,76.12,3432.99,True,5753,2024-10-04,Closed
5754,16,3247.16,2030.08,209.24,173.64,77.08,4990.92,True,5754,2024-10-05,Closed
5755,16,135.2,1989.1,529.52,171.15,101.28,1493.5,True,5755,2024-10-06,Closed
5756,16,542.93,1778.21,645.82,152.69,82.78,1592.54,True,5756,2024-10-07,Closed
5757,16,335.28,2048.14,209.83,174.7,66.44,2107.15,True,5757,2024-10-08,Closed
5758,16,677.3,2214.62,889.46,190.37,107.87,1894.59,True,5758,2024-10-09,Closed
5759,16,536.76,1979.95,942.94,168.43,52.53,1521.24,True,5759,2024-10-10,Closed
5760,16,200.97,2086.72,1347.15,180.62,133.82,806.72,True,5760,2024-10-11,Closed
5761,16,252.55,1939.48,913.17,166.1,79.32,1199.54,True,5761,2024-10-12,Closed
5762,16,250.96,1962.15,354.47,167.12,57.72,1800.92,True,5762,2024-10-13,Closed
5763,16,1293.56,2274.8,711.29,193.41,58.51,2798.56,True,5763,2024-10-14,Closed
5764,16,2568.75,2011.74,493.55,172.38,84.64,4002.3,True,5764,2024-10-15,Closed
5765,16,1528.46,1951.95,271.97,167.01,76.16,3132.28,True,5765,2024-10-16,Closed
5766,16,1643.09,1886.69,531.89,160.54,51.14,2946.75,True,5766,2024-10-17,Closed
5767,16,1921.99,2148.56,520.07,183.65,80.1,3470.38,True,5767,2024-10-18,Closed
5768,16,919.84,2098.15,323.92,178.07,45.26,2648.81,True,5768,2024-10-19,Closed
5769,16,496.03,2088.62,470.68,178.59,78.61,2035.36,True,5769,2024-10-20,Closed
5770,16,287.78,1998.11,769.44,170.41,64.1,1452.35,True,5770,2024-10-21,Closed
5771,16,37.81,2037.78,341.04,173.24,51.37,1683.18,True,5771,2024-10-22,Closed
5772,16,1447.6,2065.33,469.28,176.99,87.83,2955.82,True,5772,2024-10-23,Closed
5773,16,2573.34,1904.64,577.87,162.03,51.53,3848.58,True,5773,2024-10-24,Closed
5774,16,2341.62,2091.9,450.23,178.63,72.75,3910.54,True,5774,2024-10-25,Closed
5775,16,3410.03,1960.24,643.22,167.89,81.51,4645.54,True,5775,2024-10-26,Closed
5776,16,1473.23,1880.84,226.73,160.19,55.21,3072.13,True,5776,2024-10-27,Closed
5777,16,2492.07,1963.64,586.92,167.49,63.23,3805.56,True,5777,2024-10-28,Closed
5778,16,1136.56,1746.96,1680.32,149.14,59.7,1143.5,True,5778,2024-10-29,Closed
5779,16,725.71,1872.69,414.34,159.06,43.79,2140.27,True,5779,2024-10-30,Closed
5780,16,1135.25,1927.31,398.3,165.41,88.17,2576.09,True,5780,2024-10-31,Closed
5781,16,1073.83,1963.14,729.92,168.85,99.49,2207.56,True,5781,2024-11-01,Closed
5782,16,780.7,2073.75,650.86,177.49,82.44,2121.15,True,5782,2024-11-02,Closed
5783,16,247.03,2052.24,287.97,175.96,89.52,1921.78,True,5783,2024-11-03,Closed
5784,16,1293.98,2335.06,519.33,198.53,59.97,3049.74,True,5784,2024-11-04,Closed
5785,16,2620.79,1869.76,176.35,158.57,38.03,4276.17,True,5785,2024-11-05,Closed
5786,16,3809.92,2141.15,501.69,181.69,45.31,5404.07,True,5786,2024-11-06,Closed
5787,16,2194.72,2091.06,1138.75,179.6,98.31,3048.72,True,5787,2024-11-07,Closed
5788,16,1615.81,2104.34,943.91,179.7,73.32,2702.92,True,5788,2024-11-08,Closed
5789,16,1221.43,2185.08,623.19,188.23,117.02,2666.3,True,5789,2024-11-09,Closed
5790,16,26.3,1984.4,268.22,169.39,68.03,1674.45,True,5790,2024-11-10,Closed
5791,16,1463.61,1943.85,202.19,166.04,68.71,3136.56,True,5791,2024-11-11,Closed
5792,16,1684.54,2043.5,624.81,174.47,70.41,3032.82,True,5792,2024-11-12,Closed
5793,16,1543.77,1952.45,356.46,168.63,115.72,3024.04,True,5793,2024-11-13,Closed
5794,16,1147.95,1982.75,110.19,168.61,51.76,2968.75,True,5794,2024-11-14,Closed
5795,16,2478.52,2020.22,474.83,173.48,94.46,3929.45,True,5795,2024-11-15,Closed
5796,16,1657.19,1908.42,760.39,162.73,60.54,2744.68,True,5796,2024-11-16,Closed
5797,16,1650.0,2368.32,207.92,203.41,111.76,3698.64,True,5797,2024-11-17,Closed
5798,16,3113.04,1727.99,1144.61,146.87,43.76,3652.66,True,5798,2024-11-18,Closed
5799,16,2799.12,2135.83,570.27,183.65,105.8,4258.88,True,5799,2024-11-19,Closed
5800,16,2437.64,2065.61,242.1,175.11,40.45,4220.7,True,5800,2024-11-20,Closed
5801,16,2015.74,2043.33,387.13,173.62,49.67,3622.27,True,5801,2024-11-21,Closed
5802,16,311.06,2144.42,465.49,185.02,121.78,1868.21,True,5802,2024-11-22,Closed
5803,16,1008.84,2012.14,262.9,171.85,70.97,2687.11,True,5803,2024-11-23,Closed
5804,16,786.42,1944.38,1016.69,166.27,73.82,1640.29,True,5804,2024-11-24,Closed
5805,16,89.43,1826.65,423.69,156.99,88.35,1404.04,True,5805,2024-11-25,Closed
5806,16,319.28,1903.27,520.42,163.73,96.76,1605.37,True,5806,2024-11-26,Closed
5807,16,87.97,2033.81,163.13,173.59,68.75,1889.9,True,5807,2024-11-27,Closed
5808,16,523.69,2075.86,866.07,177.75,84.52,1648.96,True,5808,2024-11-28,Closed
5809,16,640.64,2052.82,357.58,174.76,57.88,2278.0,True,5809,2024-11-29,Closed
5810,16,675.62,1747.93,733.52,150.05,80.21,1609.82,True,5810,2024-11-30,Closed
5811,16,268.17,2228.69,545.55,190.57,84.17,1867.14,True,5811,2024-12-01,Closed
5812,16,206.67,2116.09,136.43,180.95,80.41,2105.92,True,5812,2024-12-02,Closed
5813,16,1590.14,2123.88,456.16,181.92,88.12,3169.74,True,5813,2024-12-03,Closed
5814,16,543.46,2015.76,264.39,172.08,69.08,2225.75,True,5814,2024-12-04,Closed
5815,16,429.7,1997.77,1014.59,170.26,61.65,1351.23,True,5815,2024-12-05,Closed
5816,16,1219.38,2097.12,698.26,180.49,108.78,2509.46,True,5816,2024-12-06,Closed
5817,16,2397.95,2063.74,373.43,176.3,73.65,4014.61,True,5817,2024-12-07,Closed
5818,16,3849.02,2174.18,763.62,186.54,97.46,5162.12,True,5818,2024-12-08,Closed
5819,16,1386.94,2077.3,611.65,178.52,100.85,2751.74,True,5819,2024-12-09,Closed
5820,16,1746.64,1970.39,923.52,167.31,44.74,2748.77,True,5820,2024-12-10,Closed
5821,16,1464.94,2201.7,685.99,188.2,80.58,2900.07,True,5821,2024-12-11,Closed
5822,16,2021.3,2033.93,269.87,174.09,81.59,3703.77,True,5822,2024-12-12,Closed
5823,16,246.35,2077.09,241.62,178.89,110.8,1971.02,True,5823,2024-12-13,Closed
5824,16,1595.09,1903.05,280.73,162.24,59.71,3157.7,True,5824,2024-12-14,Closed
5825,16,1178.43,2274.92,904.72,196.46,133.74,2414.89,True,5825,2024-12-15,Closed
5826,16,1337.8,2104.88,286.55,181.35,113.98,3042.15,True,5826,2024-12-16,Closed
5827,16,1552.69,2109.56,189.72,180.73,87.62,3384.91,True,5827,2024-12-17,Closed
5828,16,3266.86,1885.74,417.33,161.3,72.13,4663.14,True,5828,2024-12-18,Closed
5829,16,2217.04,2100.0,717.99,178.72,58.46,3540.59,True,5829,2024-12-19,Closed
5830,16,1094.98,1771.59,574.4,151.98,79.19,2212.98,True,5830,2024-12-20,Closed
5831,16,484.02,1918.91,1174.46,164.53,83.93,1144.54,True,5831,2024-12-21,Closed
5832,16,975.99,2004.95,1340.52,171.23,70.89,1569.53,True,5832,2024-12-22,Closed
5833,16,1064.2,1815.6,406.02,155.34,70.29,2403.49,True,5833,2024-12-23,Closed
5834,16,1140.59,1932.9,236.59,165.46,77.57,2759.33,True,5834,2024-12-24,Closed
5835,16,2155.94,2052.39,1021.27,176.92,112.37,3074.69,True,5835,2024-12-25,Closed
5836,16,2460.16,2100.39,625.1,179.33,72.48,3862.97,True,5836,2024-12-26,Closed
5837,16,3819.43,1877.58,497.88,160.17,61.46,5137.67,True,5837,2024-12-27,Closed
5838,16,2882.98,1999.19,922.26,170.98,76.08,3883.83,True,5838,2024-12-28,Closed
5839,16,1614.58,2109.86,760.71,181.33,102.78,2860.95,True,5839,2024-12-29,Closed
5840,16,1195.03,2145.68,621.8,184.9,116.59,2602.32,True,5840,2024-12-30,Closed
5841,17,0.0,2034.07,887.7,173.98,78.17,1068.2,True,5841,2024-01-01,Closed
5842,17,435.73,2000.72,1249.52,170.4,58.29,1128.64,True,5842,2024-01-02,Closed
5843,17,31.88,1862.24,398.36,158.9,61.94,1433.82,True,5843,2024-01-03,Closed
5844,17,254.06,2096.93,260.5,178.97,70.31,2020.18,True,5844,2024-01-04,Closed
5845,17,1867.96,1989.51,375.11,170.08,74.19,3408.17,True,5845,2024-01-05,Closed
5846,17,338.35,2163.6,978.79,184.73,74.63,1448.53,True,5846,2024-01-06,Closed
5847,17,343.74,2340.56,843.56,200.28,91.46,1749.28,True,5847,2024-01-07,Closed
5848,17,867.71,2086.02,2085.44,177.3,51.69,816.6,True,5848,2024-01-08,Closed
5849,17,44.7,2114.16,496.02,180.49,72.48,1590.36,True,5849,2024-01-09,Closed
5850,17,1368.21,1920.32,448.54,165.43,103.19,2736.8,True,5850,2024-01-10,Closed
5851,17,1213.55,2041.4,938.27,174.75,80.56,2236.12,True,5851,2024-01-11,Closed
5852,17,806.52,2006.53,260.64,173.45,122.96,2429.45,True,5852,2024-01-12,Closed
5853,17,743.72,2095.17,996.1,179.68,92.1,1750.69,True,5853,2024-01-13,Closed
5854,17,694.33,2067.04,268.52,176.83,80.4,2412.45,True,5854,2024-01-14,Closed
5855,17,1621.49,2002.5,516.43,170.91,67.55,3040.01,True,5855,2024-01-15,Closed
5856,17,922.12,2030.37,1366.51,174.49,99.38,1486.6,True,5856,2024-01-16,Closed
5857,17,1052.92,2148.83,278.05,184.29,94.89,2828.81,True,5857,2024-01-17,Closed
5858,17,1150.77,2047.64,2076.65,176.35,109.21,1012.55,True,5858,2024-01-18,Closed
5859,17,191.94,1880.83,368.69,159.63,41.13,1662.95,True,5859,2024-01-19,Closed
5860,17,688.3,2017.72,1116.07,172.33,71.14,1518.81,True,5860,2024-01-20,Closed
5861,17,1172.29,2151.03,333.22,182.99,56.79,2933.31,True,5861,2024-01-21,Closed
5862,17,263.33,1833.37,472.66,155.98,49.66,1574.38,True,5862,2024-01-22,Closed
5863,17,1315.95,2067.35,713.9,175.99,58.66,2610.74,True,5863,2024-01-23,Closed
5864,17,911.59,1992.06,526.28,170.06,67.9,2309.47,True,5864,2024-01-24,Closed
5865,17,790.14,2075.12,218.61,177.68,84.44,2562.21,True,5865,2024-01-25,Closed
5866,17,74.5,1982.83,480.69,169.08,63.88,1512.76,True,5866,2024-01-26,Closed
5867,17,49.12,2148.54,481.59,184.74,106.87,1609.2,True,5867,2024-01-27,Closed
5868,17,926.06,2143.91,366.51,184.76,116.33,2587.13,True,5868,2024-01-28,Closed
5869,17,717.76,2140.98,514.1,183.37,88.29,2256.35,True,5869,2024-01-29,Closed
5870,17,2161.55,2003.41,95.3,172.31,100.11,3969.55,True,5870,2024-01-30,Closed
5871,17,305.92,1961.89,399.73,166.28,36.63,1831.45,True,5871,2024-01-31,Closed
5872,17,109.15,2029.63,490.18,172.33,45.99,1602.61,True,5872,2024-02-01,Closed
5873,17,1469.77,2015.27,583.12,172.29,75.21,2826.71,True,5873,2024-02-02,Closed
5874,17,516.17,2021.71,963.89,171.86,50.88,1523.11,True,5874,2024-02-03,Closed
5875,17,97.51,1979.26,458.53,167.66,35.45,1582.79,True,5875,2024-02-04,Closed
5876,17,615.74,1876.94,621.9,161.48,95.82,1774.96,True,5876,2024-02-05,Closed
5877,17,405.84,2003.3,542.6,171.52,80.85,1785.69,True,5877,2024-02-06,Closed
5878,17,1218.76,1993.46,408.23,171.2,93.53,2710.46,True,5878,2024-02-07,Closed
5879,17,263.3,1994.84,125.24,171.65,102.03,2030.87,True,5879,2024-02-08,Closed
5880,17,250.99,1857.53,382.73,160.16,102.59,1623.2,True,5880,2024-02-09,Closed
5881,17,660.08,1969.16,314.5,169.06,91.1,2223.64,True,5881,2024-02-10,Closed
5882,17,1927.02,1938.24,602.31,165.7,72.31,3190.64,True,5882,2024-02-11,Closed
5883,17,1769.78,1995.72,199.81,170.17,63.11,3502.58,True,5883,2024-02-12,Closed
5884,17,2904.53,1913.77,130.84,163.68,73.11,4614.35,True,5884,2024-02-13,Closed
5885,17,3514.45,1933.63,279.27,165.68,81.67,5087.14,True,5885,2024-02-14,Closed
5886,17,27.73,1905.4,916.62,163.07,75.55,940.96,True,5886,2024-02-15,Closed
5887,17,523.7,1860.96,563.22,159.0,67.28,1754.16,True,5887,2024-02-16,Closed
5888,17,169.87,2061.32,900.28,175.52,58.56,1272.35,True,5888,2024-02-17,Closed
5889,17,399.58,2255.72,925.7,192.29,70.35,1659.25,True,5889,2024-02-18,Closed
5890,17,1633.46,2076.83,696.82,177.17,68.0,2945.47,True,5890,2024-02-19,Closed
5891,17,1620.93,1799.82,163.98,153.96,69.52,3187.25,True,5891,2024-02-20,Closed
5892,17,2542.84,2004.37,415.34,172.37,99.56,4032.31,True,5892,2024-02-21,Closed
5893,17,177.03,2152.75,376.95,184.39,89.16,1863.67,True,5893,2024-02-22,Closed
5894,17,1595.73,2132.62,506.7,184.15,125.72,3095.93,True,5894,2024-02-23,Closed
5895,17,2574.68,1986.89,603.41,170.14,80.52,3877.64,True,5895,2024-02-24,Closed
5896,17,2800.22,2058.34,1256.49,175.91,74.68,3527.39,True,5896,2024-02-25,Closed
5897,17,2797.6,1908.28,341.1,163.46,78.64,4286.14,True,5897,2024-02-26,Closed
5898,17,1483.72,2133.52,373.63,182.95,92.92,3150.69,True,5898,2024-02-27,Closed
5899,17,975.61,2115.38,695.68,180.59,72.02,2323.29,True,5899,2024-02-28,Closed
5900,17,1212.74,2095.99,377.71,179.45,84.67,2846.35,True,5900,2024-02-29,Closed
5901,17,1531.57,2085.48,316.25,179.07,96.73,3204.07,True,5901,2024-03-01,Closed
5902,17,2634.12,1855.52,845.46,157.87,50.5,3593.68,True,5902,2024-03-02,Closed
5903,17,2064.24,2047.3,577.96,175.38,85.29,3448.29,True,5903,2024-03-03,Closed
5904,17,575.44,1984.69,436.98,171.08,108.98,2014.17,True,5904,2024-03-04,Closed
5905,17,603.21,2163.16,234.37,184.53,70.3,2461.7,True,5905,2024-03-05,Closed
5906,17,1389.18,1857.27,386.56,158.65,66.42,2793.47,True,5906,2024-03-06,Closed
