sales_id,restaurant_id,creditcard_tip,drinks_payment,food_payment,other_payment,service_charges,delivery_charges,Date
5190,15,6.76,440.75,1243.16,297.95,52.41,93.43,2024-03-20
5191,15,5.32,515.81,1261.79,259.66,57.65,88.39,2024-03-21
5192,15,3.19,474.13,1210.65,270.34,50.22,95.08,2024-03-22
5193,15,1.47,548.11,1350.06,346.96,64.1,96.34,2024-03-23
5194,15,9.52,487.72,1333.79,278.79,65.51,78.95,2024-03-24
5195,15,0.64,440.92,1341.76,270.34,61.04,83.21,2024-03-25
5196,15,3.15,436.93,1214.0,297.23,60.91,73.01,2024-03-26
5197,15,2.9,494.13,1256.99,310.23,64.06,78.01,2024-03-27
5198,15,7.02,518.76,1110.83,359.2,60.71,77.44,2024-03-28
5199,15,6.5,363.15,1196.92,295.55,54.01,77.55,2024-03-29
5200,15,2.41,561.95,1326.72,272.31,68.98,78.19,2024-03-30
5201,15,0.55,492.7,1116.38,320.73,75.49,42.06,2024-03-31
5202,15,0.46,472.1,1188.89,351.54,61.13,78.98,2024-04-01
5203,15,2.87,453.11,1275.08,273.73,71.04,58.14,2024-04-02
5204,15,4.03,487.64,1289.79,285.56,65.61,75.09,2024-04-03
5205,15,7.76,420.41,1292.04,296.73,67.99,64.94,2024-04-04
5206,15,6.23,447.46,1116.65,307.29,67.66,51.85,2024-04-05
5207,15,1.64,485.08,1283.15,334.66,45.59,119.1,2024-04-06
5208,15,5.02,468.6,1155.53,329.04,40.76,113.81,2024-04-07
5209,15,8.19,498.7,1241.14,294.69,77.82,47.81,2024-04-08
5210,15,7.65,422.94,1093.98,263.85,53.64,70.84,2024-04-09
5211,15,9.69,455.67,1316.75,310.05,58.94,90.34,2024-04-10
5212,15,5.07,448.01,1235.24,288.3,53.15,90.87,2024-04-11
5213,15,9.0,471.46,1303.99,299.09,59.39,88.69,2024-04-12
5214,15,1.98,460.63,1322.82,241.0,68.67,65.12,2024-04-13
5215,15,2.21,545.43,1244.27,335.94,63.57,85.46,2024-04-14
5216,15,6.74,525.72,1359.49,294.12,56.43,105.08,2024-04-15
5217,15,9.58,580.83,1310.37,341.21,68.53,86.18,2024-04-16
5218,15,7.77,474.52,1202.35,296.95,55.6,86.21,2024-04-17
5219,15,6.69,485.75,1391.28,275.66,76.04,63.18,2024-04-18
5220,15,6.29,302.85,1407.63,264.83,59.81,77.88,2024-04-19
5221,15,7.53,424.57,1393.48,342.89,64.37,87.4,2024-04-20
5222,15,9.97,389.14,1083.65,354.68,52.31,78.15,2024-04-21
5223,15,4.68,519.09,1348.95,295.86,65.04,86.34,2024-04-22
5224,15,4.52,571.9,1229.16,301.17,77.1,56.05,2024-04-23
5225,15,0.31,425.99,1426.49,295.39,66.01,82.8,2024-04-24
5226,15,2.94,460.29,1174.72,246.68,46.53,95.11,2024-04-25
5227,15,3.82,468.25,1316.01,344.59,66.92,79.05,2024-04-26
5228,15,6.16,470.9,1373.85,370.7,76.43,68.67,2024-04-27
5229,15,0.16,446.89,1101.8,266.6,40.11,101.32,2024-04-28
5230,15,4.7,467.36,1262.77,275.7,64.76,71.07,2024-04-29
5231,15,1.75,475.57,1139.71,294.0,48.26,94.41,2024-04-30
5232,15,9.04,462.15,1588.59,353.86,72.03,96.43,2024-05-01
5233,15,8.87,465.69,1136.57,313.95,59.9,71.83,2024-05-02
5234,15,1.29,484.37,1288.19,300.25,53.84,99.6,2024-05-03
5235,15,8.83,398.09,1197.64,312.73,45.42,99.99,2024-05-04
5236,15,9.28,416.53,1261.71,307.16,60.48,77.54,2024-05-05
5237,15,2.3,484.27,1357.09,251.24,53.07,103.08,2024-05-06
5238,15,8.81,422.35,1302.93,277.18,68.47,63.3,2024-05-07
5239,15,8.93,461.6,1215.58,293.17,44.61,107.82,2024-05-08
5240,15,6.41,494.91,1279.73,325.79,67.61,74.8,2024-05-09
5241,15,7.29,467.82,1396.98,268.41,66.9,79.52,2024-05-10
5242,15,5.48,396.02,1290.33,248.71,67.06,59.42,2024-05-11
5243,15,0.51,472.25,1234.78,286.73,55.39,88.62,2024-05-12
5244,15,0.41,453.03,1309.61,340.94,64.0,82.37,2024-05-13
5245,15,8.98,458.08,1134.14,306.49,57.83,74.22,2024-05-14
5246,15,6.61,367.16,1422.57,321.11,58.2,94.71,2024-05-15
5247,15,8.03,532.56,1302.25,310.1,59.53,95.41,2024-05-16
5248,15,3.99,498.27,1347.14,329.09,57.41,102.61,2024-05-17
5249,15,1.17,332.04,1124.37,314.13,55.14,66.79,2024-05-18
5250,15,3.65,484.02,1276.45,326.26,65.67,77.34,2024-05-19
5251,15,0.46,408.84,1176.74,304.09,56.8,75.39,2024-05-20
5252,15,5.4,419.11,1328.85,329.78,57.58,92.65,2024-05-21
5253,15,8.27,324.11,1228.83,266.31,65.58,50.75,2024-05-22
5254,15,3.58,427.43,1108.45,335.8,58.45,70.28,2024-05-23
5255,15,0.87,466.13,1189.59,313.22,68.53,59.85,2024-05-24
5256,15,2.42,387.99,1382.2,329.18,65.08,79.76,2024-05-25
5257,15,3.16,405.16,1461.21,272.4,77.79,58.36,2024-05-26
5258,15,6.93,408.55,1383.99,297.85,71.57,65.93,2024-05-27
5259,15,2.82,435.99,1238.22,341.2,63.91,73.72,2024-05-28
5260,15,7.1,469.95,1430.43,249.15,63.98,86.98,2024-05-29
5261,15,0.08,514.07,1284.29,305.44,54.44,101.51,2024-05-30
5262,15,7.34,441.1,1316.2,274.86,56.93,89.4,2024-05-31
5263,15,5.02,487.92,1237.48,268.85,76.05,47.32,2024-06-01
5264,15,4.34,505.74,1273.73,296.83,60.93,85.75,2024-06-02
5265,15,6.98,492.93,1361.77,333.9,63.27,92.35,2024-06-03
5266,15,7.86,482.62,1076.6,256.81,46.75,88.11,2024-06-04
5267,15,0.56,421.39,1248.43,313.44,68.43,61.5,2024-06-05
5268,15,1.14,397.5,1493.21,271.29,66.25,83.67,2024-06-06
5269,15,4.98,554.49,1300.93,256.0,57.57,95.98,2024-06-07
5270,15,2.1,471.31,1134.06,297.85,40.41,109.5,2024-06-08
5271,15,3.34,385.79,1277.08,326.62,60.86,77.26,2024-06-09
5272,15,5.32,416.56,1351.79,296.99,64.95,76.61,2024-06-10
5273,15,1.58,484.77,1201.11,307.03,76.02,47.29,2024-06-11
5274,15,7.04,586.94,1494.78,315.06,53.66,132.38,2024-06-12
5275,15,7.71,506.87,1164.87,301.64,53.8,89.77,2024-06-13
5276,15,8.87,538.75,1001.94,264.49,50.53,79.45,2024-06-14
5277,15,4.24,504.39,1343.14,281.62,58.27,96.41,2024-06-15
5278,15,2.32,473.17,1169.25,340.6,65.73,66.83,2024-06-16
5279,15,9.08,554.23,1157.56,271.87,65.37,67.64,2024-06-17
5280,15,2.75,424.85,1303.59,231.96,47.29,101.44,2024-06-18
5281,15,1.35,410.01,1040.94,354.69,45.9,88.77,2024-06-19
5282,15,7.9,461.85,1041.25,282.92,58.69,61.2,2024-06-20
5283,15,0.59,507.26,1230.52,269.01,56.83,87.05,2024-06-21
5284,15,1.1,461.0,1125.17,274.63,44.46,97.18,2024-06-22
5285,15,8.6,489.5,1235.86,265.25,59.69,79.67,2024-06-23
5286,15,1.65,545.73,1152.03,253.85,44.63,105.89,2024-06-24
5287,15,1.39,481.22,1307.68,291.03,48.32,111.37,2024-06-25
5288,15,2.86,505.95,1410.06,310.07,68.77,85.09,2024-06-26
5289,15,0.99,504.32,1258.32,331.98,61.27,86.97,2024-06-27
5290,15,1.06,353.41,1325.75,317.19,54.4,90.82,2024-06-28
5291,15,6.71,376.3,1286.51,271.11,58.92,75.55,2024-06-29
5292,15,1.91,506.53,1459.35,297.92,64.57,97.22,2024-06-30
5293,15,5.64,388.17,1255.06,329.86,58.7,80.0,2024-07-01
5294,15,5.11,398.95,1273.83,339.68,64.75,71.72,2024-07-02
5295,15,0.15,497.23,1395.22,292.97,37.96,142.64,2024-07-03
5296,15,2.11,407.57,1288.92,295.0,72.3,54.56,2024-07-04
5297,15,3.07,448.17,1438.88,283.71,84.45,48.18,2024-07-05
5298,15,8.73,454.81,1463.6,262.7,76.42,65.32,2024-07-06
5299,15,7.29,463.11,1335.96,266.28,64.49,77.54,2024-07-07
5300,15,4.03,406.07,1258.04,303.49,42.55,111.64,2024-07-08
5301,15,3.95,469.93,1357.52,295.05,80.46,51.35,2024-07-09
5302,15,2.68,458.72,1438.66,316.13,61.15,99.06,2024-07-10
5303,15,5.15,451.95,1456.82,299.07,67.23,86.35,2024-07-11
5304,15,6.7,323.77,1227.76,297.95,48.23,88.5,2024-07-12
5305,15,4.95,385.27,1235.44,332.59,47.66,100.03,2024-07-13
5306,15,4.23,461.84,1416.57,307.9,69.11,80.43,2024-07-14
5307,15,7.03,506.66,1303.44,312.79,58.1,96.1,2024-07-15
5308,15,1.35,410.42,1367.08,320.32,67.58,74.62,2024-07-16
5309,15,4.11,468.99,1336.2,290.81,56.7,96.24,2024-07-17
5310,15,2.53,435.76,1101.28,266.33,53.75,72.84,2024-07-18
5311,15,8.15,470.39,1497.96,281.27,84.42,56.15,2024-07-19
5312,15,4.06,446.28,1238.49,314.35,70.36,59.21,2024-07-20
5313,15,1.94,560.79,1112.45,234.62,48.19,94.4,2024-07-21
5314,15,7.43,463.94,1040.7,321.44,58.93,64.78,2024-07-22
5315,15,5.93,434.82,1462.12,282.38,70.36,77.2,2024-07-23
5316,15,1.82,372.66,1285.58,290.08,51.42,91.99,2024-07-24
5317,15,8.7,363.36,1186.75,326.03,72.61,42.38,2024-07-25
5318,15,0.18,446.63,1337.04,253.23,47.31,109.06,2024-07-26
5319,15,6.97,525.51,821.24,261.69,33.29,94.25,2024-07-27
5320,15,4.56,389.5,1264.58,292.0,63.28,68.12,2024-07-28
5321,15,5.77,452.27,1213.7,285.46,62.15,70.88,2024-07-29
5322,15,9.34,458.46,1150.91,298.11,55.27,80.17,2024-07-30
5323,15,0.07,361.23,1194.81,325.65,51.65,84.87,2024-07-31
5324,15,1.62,514.5,1111.15,315.9,69.73,54.68,2024-08-01
5325,15,9.95,301.36,1240.61,320.31,41.98,102.27,2024-08-02
5326,15,2.74,461.09,1257.28,315.85,65.15,73.1,2024-08-03
5327,15,1.92,498.83,1387.43,323.82,84.39,52.24,2024-08-04
5328,15,8.6,556.81,1221.03,256.99,75.59,52.34,2024-08-05
5329,15,4.3,452.88,1137.98,335.29,58.32,75.98,2024-08-06
5330,15,2.25,459.91,1088.57,293.14,57.91,68.34,2024-08-07
5331,15,9.61,430.24,1343.45,280.74,68.32,68.82,2024-08-08
5332,15,2.09,432.14,1381.69,287.45,84.85,40.42,2024-08-09
5333,15,1.14,427.08,1375.88,251.75,58.45,88.57,2024-08-10
5334,15,5.04,439.63,1428.8,308.45,62.94,91.8,2024-08-11
5335,15,2.28,464.41,1303.73,316.49,60.23,88.04,2024-08-12
5336,15,1.28,535.0,1378.11,255.24,50.04,116.75,2024-08-13
5337,15,5.86,503.96,1285.77,314.25,67.54,75.34,2024-08-14
5338,15,7.91,477.91,1379.25,275.25,53.6,106.07,2024-08-15
5339,15,8.4,475.95,1202.33,317.13,54.52,90.47,2024-08-16
5340,15,6.81,441.73,1426.76,286.35,72.64,70.16,2024-08-17
5341,15,3.83,440.59,1265.73,302.58,34.55,131.79,2024-08-18
5342,15,4.2,453.53,1065.71,330.7,51.3,82.41,2024-08-19
5343,15,4.76,513.76,1328.02,272.38,44.82,121.78,2024-08-20
5344,15,7.71,413.31,1291.07,247.51,60.14,74.93,2024-08-21
5345,15,2.5,380.67,1161.18,275.32,58.06,65.59,2024-08-22
5346,15,6.99,561.11,1304.86,349.37,63.18,95.21,2024-08-23
5347,15,6.58,525.36,1108.31,260.68,72.63,44.18,2024-08-24
5348,15,9.9,471.27,1164.31,329.28,62.49,71.5,2024-08-25
5349,15,3.15,404.25,1355.91,275.43,61.63,80.28,2024-08-26
5350,15,3.5,508.69,1252.31,296.47,64.97,75.81,2024-08-27
5351,15,2.3,413.28,1222.22,341.71,62.13,73.48,2024-08-28
5352,15,8.1,510.73,1325.78,307.36,65.64,83.12,2024-08-29
5353,15,4.48,490.29,1243.4,307.67,49.12,105.91,2024-08-30
5354,15,4.42,464.29,1203.83,305.52,58.92,79.52,2024-08-31
5355,15,2.91,444.98,1282.1,305.2,61.83,79.57,2024-09-01
5356,15,4.87,426.05,1182.52,298.36,66.38,57.94,2024-09-02
5357,15,9.17,509.42,1360.84,285.11,63.33,88.9,2024-09-03
5358,15,0.72,445.25,1105.68,267.21,58.38,65.06,2024-09-04
5359,15,1.96,383.01,1436.69,290.21,59.21,92.54,2024-09-05
5360,15,7.08,450.3,1350.8,304.71,62.52,85.57,2024-09-06
5361,15,6.28,412.67,1191.29,311.2,61.65,68.24,2024-09-07
5362,15,1.29,453.11,1136.97,316.73,53.93,82.81,2024-09-08
5363,15,7.63,427.04,1281.97,321.68,65.57,71.95,2024-09-09
5364,15,7.77,451.85,1344.79,333.44,58.62,95.81,2024-09-10
5365,15,2.26,452.57,1437.31,286.43,55.34,106.94,2024-09-11
5366,15,4.47,418.32,1356.34,291.27,41.94,122.72,2024-09-12
5367,15,8.48,547.72,1387.32,268.25,62.15,96.06,2024-09-13
5368,15,8.12,379.3,1147.61,280.08,53.97,72.78,2024-09-14
5369,15,2.84,342.47,1310.2,282.24,55.29,82.88,2024-09-15
5370,15,1.32,424.38,1147.9,281.2,63.95,57.42,2024-09-16
5371,15,2.97,371.0,1336.93,288.07,71.52,56.58,2024-09-17
5372,15,6.61,441.49,1356.52,293.64,47.33,114.5,2024-09-18
5373,15,4.47,443.16,1195.51,309.93,55.32,84.22,2024-09-19
5374,15,0.14,476.9,1173.16,304.1,77.22,40.98,2024-09-20
5375,15,5.22,457.94,1203.48,304.45,51.8,93.01,2024-09-21
5376,15,3.78,450.86,1236.88,287.93,69.07,59.42,2024-09-22
5377,15,5.34,402.35,1349.53,278.09,70.99,61.0,2024-09-23
5378,15,5.38,524.97,1305.1,273.28,59.45,91.42,2024-09-24
5379,15,2.55,430.69,1261.58,268.13,52.58,90.92,2024-09-25
5380,15,2.85,470.1,1245.62,220.73,59.75,74.14,2024-09-26
5381,15,9.24,417.01,1393.53,365.52,58.88,99.84,2024-09-27
5382,15,0.68,417.04,1266.34,316.14,62.27,75.39,2024-09-28
5383,15,7.92,418.1,1363.67,290.56,29.6,148.04,2024-09-29
5384,15,5.07,408.72,1418.24,276.26,69.69,70.96,2024-09-30
5385,15,6.58,406.88,1252.22,287.19,67.56,59.49,2024-10-01
5386,15,5.32,411.85,1327.94,340.49,71.02,65.98,2024-10-02
5387,15,0.88,400.15,1418.26,267.34,70.12,68.33,2024-10-03
5388,15,1.92,454.12,1364.03,311.44,70.98,71.02,2024-10-04
5389,15,4.55,447.38,1404.04,293.14,49.64,115.2,2024-10-05
5390,15,5.17,462.66,1264.17,218.54,54.63,85.28,2024-10-06
5391,15,3.73,408.85,1261.23,265.06,56.36,80.81,2024-10-07
5392,15,0.11,373.89,1171.74,270.11,68.8,43.97,2024-10-08
5393,15,2.1,480.59,1411.74,253.96,60.29,94.07,2024-10-09
5394,15,7.34,468.73,1126.43,329.36,68.14,56.19,2024-10-10
5395,15,6.9,446.34,1188.86,291.04,49.16,94.29,2024-10-11
5396,15,0.07,456.13,1509.1,250.21,86.98,47.61,2024-10-12
5397,15,2.15,447.15,1000.92,312.17,54.6,66.86,2024-10-13
5398,15,6.57,484.49,994.51,340.58,58.82,64.3,2024-10-14
5399,15,1.72,409.85,1276.78,264.85,51.81,91.51,2024-10-15
5400,15,7.3,503.66,1186.43,278.08,55.58,85.65,2024-10-16
5401,15,6.04,532.55,1353.18,322.65,75.59,69.69,2024-10-17
5402,15,3.14,457.49,1215.11,349.23,57.57,87.06,2024-10-18
5403,15,5.81,386.42,1267.63,299.99,43.1,109.2,2024-10-19
5404,15,7.78,462.93,1360.19,309.8,76.02,61.25,2024-10-20
5405,15,9.06,389.18,1369.28,308.81,34.01,138.73,2024-10-21
5406,15,4.35,474.68,1315.88,291.64,53.69,100.84,2024-10-22
5407,15,5.63,400.12,1371.77,228.14,61.34,77.35,2024-10-23
5408,15,6.73,419.44,1236.55,343.34,62.54,74.78,2024-10-24
5409,15,9.5,389.29,1238.67,262.42,56.99,75.08,2024-10-25
5410,15,8.62,471.22,1126.22,256.13,47.89,89.62,2024-10-26
5411,15,3.28,507.34,1527.67,275.36,50.99,129.07,2024-10-27
5412,15,0.72,405.71,1448.51,324.55,58.77,100.32,2024-10-28
5413,15,7.34,497.07,1438.98,265.06,70.8,78.52,2024-10-29
5414,15,2.76,557.16,1009.59,268.89,53.01,77.54,2024-10-30
5415,15,7.65,483.98,1191.57,285.12,71.74,52.59,2024-10-31
5416,15,1.18,367.76,1253.5,312.58,47.21,98.95,2024-11-01
5417,15,4.14,432.17,1295.26,299.87,64.29,74.15,2024-11-02
5418,15,3.39,458.25,1320.39,319.37,46.88,116.03,2024-11-03
5419,15,3.2,461.2,1193.51,248.11,56.8,76.69,2024-11-04
5420,15,0.86,482.58,1191.69,305.89,72.47,53.06,2024-11-05
5421,15,8.38,445.53,1396.69,290.32,81.97,49.36,2024-11-06
5422,15,3.79,439.46,1253.42,340.78,65.63,72.13,2024-11-07
5423,15,7.3,442.55,1472.08,319.92,64.19,95.1,2024-11-08
5424,15,4.75,439.1,1248.37,303.87,47.71,103.7,2024-11-09
5425,15,5.88,461.02,1298.05,310.89,62.87,81.28,2024-11-10
5426,15,8.08,449.77,1151.75,309.81,55.62,79.87,2024-11-11
5427,15,7.31,396.89,1129.61,294.45,49.32,83.48,2024-11-12
5428,15,9.22,432.54,1148.94,308.39,74.71,39.58,2024-11-13
5429,15,6.77,461.78,1037.23,323.26,55.13,71.94,2024-11-14
5430,15,6.02,450.42,1309.32,331.45,52.84,103.45,2024-11-15
5431,15,2.86,438.26,921.68,358.1,55.99,59.88,2024-11-16
5432,15,5.91,464.86,1213.79,307.25,64.07,70.45,2024-11-17
5433,15,9.96,528.09,1393.81,279.61,72.87,74.35,2024-11-18
5434,15,1.98,495.06,1463.14,287.56,76.83,70.93,2024-11-19
5435,15,5.25,417.5,1247.72,346.21,48.15,104.79,2024-11-20
5436,15,6.95,405.05,1209.6,348.23,70.18,55.91,2024-11-21
5437,15,7.61,410.82,1191.43,269.79,67.95,51.31,2024-11-22
5438,15,3.55,349.37,1440.89,286.7,71.89,63.91,2024-11-23
5439,15,8.06,442.62,1283.06,332.66,67.35,71.14,2024-11-24
5440,15,0.83,425.55,1487.58,355.41,51.15,124.54,2024-11-25
5441,15,3.39,392.14,1232.84,345.18,43.27,110.45,2024-11-26
5442,15,9.63,428.66,1228.89,254.05,60.37,70.43,2024-11-27
5443,15,5.52,495.65,1276.62,371.41,45.19,123.99,2024-11-28
5444,15,4.64,507.57,1259.72,297.7,72.67,61.18,2024-11-29
5445,15,5.82,487.28,1444.34,332.89,87.8,50.84,2024-11-30
5446,15,9.58,451.15,1154.73,293.89,67.61,54.8,2024-12-01
5447,15,7.37,463.55,1199.48,329.64,54.6,90.07,2024-12-02
5448,15,6.27,464.7,1198.17,327.37,55.3,88.49,2024-12-03
5449,15,7.59,418.01,1301.01,284.85,69.54,61.28,2024-12-04
5450,15,2.83,472.65,1444.71,287.1,69.22,81.99,2024-12-05
5451,15,8.44,522.55,1149.47,324.92,58.65,82.4,2024-12-06
5452,15,6.47,454.53,1179.04,272.5,67.91,54.75,2024-12-07
5453,15,9.96,444.88,1250.83,296.38,77.98,43.28,2024-12-08
5454,15,6.27,488.79,1302.4,299.9,55.07,98.95,2024-12-09
5455,15,9.57,444.64,1319.6,329.86,65.8,77.8,2024-12-10
5456,15,8.44,392.96,1362.88,327.71,63.6,81.17,2024-12-11
5457,15,8.79,518.58,1263.82,315.5,27.42,154.98,2024-12-12
5458,15,3.9,396.73,1111.16,302.17,51.13,78.78,2024-12-13
5459,15,9.86,462.41,1298.26,267.7,56.9,89.05,2024-12-14
5460,15,4.7,422.8,1296.8,259.34,51.08,95.8,2024-12-15
5461,15,5.53,498.86,1443.88,282.21,58.44,105.63,2024-12-16
5462,15,5.02,383.11,1316.4,280.98,47.64,102.74,2024-12-17
5463,15,3.04,444.64,1192.67,351.96,43.05,112.83,2024-12-18
5464,15,7.08,369.24,1344.49,317.31,53.55,96.02,2024-12-19
5465,15,3.69,425.9,1115.48,312.8,51.08,83.27,2024-12-20
5466,15,0.79,493.82,1401.96,259.77,41.79,131.97,2024-12-21
5467,15,5.35,421.38,1349.28,318.92,71.93,65.1,2024-12-22
5468,15,3.19,480.61,1418.96,318.72,63.35,95.14,2024-12-23
5469,15,4.62,519.72,1231.4,259.19,50.19,100.69,2024-12-24
5470,15,1.01,406.15,1128.32,297.97,64.26,54.69,2024-12-25
5471,15,2.5,385.31,1343.12,308.66,48.18,107.33,2024-12-26
5472,15,9.37,521.39,1393.96,306.91,74.49,73.21,2024-12-27
5473,15,4.4,521.51,1277.79,284.97,64.32,79.85,2024-12-28
5474,15,8.86,453.24,1079.7,294.5,46.25,90.21,2024-12-29
5475,15,9.93,488.83,1336.31,265.66,81.53,46.06,2024-12-30
5476,16,1.79,531.53,1149.81,264.77,75.99,42.64,2024-01-01
5477,16,3.81,381.8,1285.26,309.49,53.96,89.74,2024-01-02
5478,16,5.75,462.99,1175.78,366.52,64.45,71.67,2024-01-03
5479,16,0.67,451.18,1174.92,283.88,65.16,60.65,2024-01-04
5480,16,2.5,454.55,1273.73,294.98,61.42,79.5,2024-01-05
5481,16,4.16,506.14,1110.25,350.94,57.05,82.6,2024-01-06
5482,16,0.24,368.23,1134.63,304.97,67.92,44.98,2024-01-07
5483,16,9.5,454.67,1254.49,323.13,74.28,54.67,2024-01-08
5484,16,9.11,449.14,1453.14,258.22,54.02,108.03,2024-01-09
5485,16,5.25,447.34,1312.29,294.57,62.52,80.37,2024-01-10
5486,16,8.06,496.62,1303.91,331.35,58.25,96.73,2024-01-11
5487,16,7.2,432.64,1258.94,239.18,59.32,74.46,2024-01-12
5488,16,5.17,416.7,1437.48,377.66,62.75,97.77,2024-01-13
5489,16,4.19,496.64,1291.95,264.1,45.12,114.97,2024-01-14
5490,16,8.87,415.38,1135.21,349.75,62.63,64.74,2024-01-15
5491,16,4.21,412.07,1434.22,289.4,49.08,115.4,2024-01-16
5492,16,1.33,534.62,1066.17,329.5,70.93,51.19,2024-01-17
5493,16,9.28,404.69,1343.65,300.57,56.16,92.53,2024-01-18
5494,16,9.81,526.73,1199.96,328.06,56.14,93.23,2024-01-19
5495,16,1.88,394.68,1352.69,276.32,51.35,99.64,2024-01-20
5496,16,8.13,474.18,1187.79,281.6,58.82,76.7,2024-01-21
5497,16,7.12,439.67,1275.64,314.76,64.68,73.6,2024-01-22
5498,16,3.74,418.51,1294.84,273.86,43.24,112.25,2024-01-23
5499,16,2.05,464.7,1293.41,293.9,56.0,93.22,2024-01-24
5500,16,0.28,447.41,1254.37,314.43,67.3,67.01,2024-01-25
5501,16,7.81,383.55,1300.94,341.36,83.93,34.72,2024-01-26
5502,16,3.43,473.59,1456.57,368.71,69.44,91.06,2024-01-27
5503,16,0.49,508.6,1199.23,300.49,45.32,110.2,2024-01-28
5504,16,0.41,387.81,1160.12,317.69,32.65,121.26,2024-01-29
5505,16,2.4,452.04,1259.48,327.25,51.7,100.48,2024-01-30
5506,16,0.87,489.53,1084.93,260.49,67.34,48.84,2024-01-31
5507,16,5.6,414.47,1308.84,314.05,55.7,92.33,2024-02-01
5508,16,1.09,479.49,1378.76,295.24,49.6,116.17,2024-02-02
5509,16,4.79,521.56,1290.15,338.3,60.79,93.42,2024-02-03
5510,16,8.2,442.66,1230.1,330.48,66.11,68.11,2024-02-04
5511,16,0.77,456.99,1266.93,302.19,66.2,70.2,2024-02-05
5512,16,3.42,417.48,1278.07,362.21,42.85,120.11,2024-02-06
5513,16,4.39,469.45,1404.95,271.17,63.0,88.6,2024-02-07
5514,16,7.86,493.51,1249.19,288.71,65.55,72.04,2024-02-08
5515,16,0.75,459.21,1159.98,243.64,57.52,71.26,2024-02-09
5516,16,9.33,472.97,1271.5,321.07,61.27,84.01,2024-02-10
5517,16,0.29,456.56,1281.55,312.23,50.59,103.87,2024-02-11
5518,16,7.36,495.96,1248.86,268.44,48.27,104.77,2024-02-12
5519,16,7.13,540.63,1212.68,328.86,67.32,73.59,2024-02-13
5520,16,5.6,438.24,1496.03,350.94,64.83,98.89,2024-02-14
5521,16,0.82,404.45,1306.7,295.51,62.43,75.79,2024-02-15
5522,16,4.1,422.29,1272.7,233.75,56.1,80.71,2024-02-16
5523,16,3.22,405.58,1311.91,270.83,70.56,57.7,2024-02-17
5524,16,5.78,507.3,1079.72,302.28,64.11,60.67,2024-02-18
5525,16,3.95,484.74,1195.79,249.87,54.12,84.82,2024-02-19
5526,16,6.67,511.05,1370.92,333.37,81.66,58.16,2024-02-20
5527,16,3.59,512.76,1162.54,291.13,62.82,70.99,2024-02-21
5528,16,8.72,525.76,1240.59,312.21,50.57,106.67,2024-02-22
5529,16,2.38,544.52,1315.32,289.85,71.77,71.44,2024-02-23
5530,16,2.18,505.63,1213.18,297.08,49.29,103.0,2024-02-24
5531,16,8.02,388.45,1117.44,282.78,36.48,105.87,2024-02-25
5532,16,1.14,488.34,1263.71,314.98,72.53,61.69,2024-02-26
5533,16,2.9,456.64,1228.23,249.41,56.52,80.38,2024-02-27
5534,16,5.13,455.69,1339.5,261.52,74.0,57.71,2024-02-28
5535,16,3.15,332.46,1339.28,322.54,62.7,74.02,2024-02-29
5536,16,0.57,436.04,1072.94,257.54,39.92,96.82,2024-03-01
5537,16,4.16,413.54,1322.07,305.35,54.1,95.92,2024-03-02
5538,16,4.4,398.44,1215.42,285.43,62.99,63.94,2024-03-03
5539,16,5.78,422.13,1159.28,229.27,59.17,62.67,2024-03-04
5540,16,2.67,481.9,1208.72,295.58,77.46,43.75,2024-03-05
5541,16,3.4,439.15,1323.42,288.76,74.89,55.36,2024-03-06
5542,16,0.12,504.19,1194.59,232.49,55.43,82.29,2024-03-07
5543,16,4.3,428.81,1245.36,312.7,57.82,83.06,2024-03-08
5544,16,4.39,471.54,1509.58,333.19,68.34,94.78,2024-03-09
5545,16,6.09,473.74,1095.13,307.87,46.75,94.18,2024-03-10
5546,16,1.79,615.08,1401.64,295.78,60.67,109.94,2024-03-11
5547,16,0.04,488.03,1169.25,310.18,60.81,75.15,2024-03-12
5548,16,8.48,478.96,1247.65,302.46,48.1,106.73,2024-03-13
5549,16,3.41,487.37,1357.2,282.52,51.62,109.51,2024-03-14
5550,16,8.4,441.31,1249.16,295.14,43.05,112.49,2024-03-15
5551,16,2.62,376.23,1268.61,270.55,56.89,77.73,2024-03-16
5552,16,7.51,400.42,1469.74,292.31,73.11,70.05,2024-03-17
5553,16,0.63,438.53,1321.19,323.64,55.35,97.63,2024-03-18
5554,16,6.2,340.83,1247.33,278.61,60.86,64.97,2024-03-19
5555,16,0.1,488.7,1181.11,296.03,65.07,66.49,2024-03-20
5556,16,7.19,451.45,1297.12,320.62,45.75,115.42,2024-03-21
5557,16,5.86,517.9,1068.63,320.18,55.88,78.95,2024-03-22
5558,16,0.48,449.78,1295.73,302.8,43.37,118.07,2024-03-23
5559,16,3.25,554.4,1262.07,301.68,70.29,71.25,2024-03-24
5560,16,2.2,426.73,1109.44,289.68,48.27,86.07,2024-03-25
5561,16,9.09,467.88,1148.93,299.7,71.32,49.06,2024-03-26
5562,16,7.93,480.73,1423.92,291.97,81.24,57.16,2024-03-27
5563,16,1.93,380.77,1293.32,291.08,50.37,95.79,2024-03-28
5564,16,9.08,449.89,1324.32,286.24,72.34,61.33,2024-03-29
5565,16,5.69,418.02,1346.41,275.2,67.1,69.77,2024-03-30
5566,16,4.24,549.34,1472.39,266.95,81.54,65.8,2024-03-31
