expense_id,restaurat_id,bills,vendors,wage advances,repairs,sundries,Exp Date
4371,12,137.92,13.34,220.44,142.84,6.09,2024-12-21
4372,12,125.88,58.42,807.25,1068.2,60.99,2024-12-22
4373,12,268.32,38.35,29.26,242.68,57.24,2024-12-23
4374,12,39.66,2.58,101.36,35.61,77.04,2024-12-24
4375,12,227.01,38.96,83.37,40.43,9.64,2024-12-25
4376,12,164.74,8.84,129.73,140.88,27.33,2024-12-26
4377,12,196.85,0.5,117.16,190.5,76.83,2024-12-27
4378,12,19.55,37.57,106.13,1058.24,54.35,2024-12-28
4379,12,33.98,40.42,3.77,259.64,26.65,2024-12-29
4380,12,177.02,13.73,175.93,79.66,34.06,2024-12-30
4381,13,75.51,3.84,87.81,30.21,7.44,2024-01-01
4382,13,97.59,38.64,79.73,45.02,17.64,2024-01-02
4383,13,207.83,24.74,148.34,9.34,18.0,2024-01-03
4384,13,364.55,50.21,323.98,86.38,20.81,2024-01-04
4385,13,26.7,39.09,178.25,97.13,95.33,2024-01-05
4386,13,399.15,2.22,79.48,113.87,6.47,2024-01-06
4387,13,35.79,95.92,24.15,42.12,87.2,2024-01-07
4388,13,0.87,4.4,421.55,65.83,40.14,2024-01-08
4389,13,561.97,26.39,33.34,6.36,81.11,2024-01-09
4390,13,126.02,11.59,96.51,47.9,70.4,2024-01-10
4391,13,28.32,36.2,40.28,76.27,11.85,2024-01-11
4392,13,178.35,135.72,128.64,154.84,2.06,2024-01-12
4393,13,19.02,87.51,70.69,19.28,93.33,2024-01-13
4394,13,91.31,128.58,398.98,55.81,82.65,2024-01-14
4395,13,46.7,36.01,271.42,65.96,30.59,2024-01-15
4396,13,21.29,36.74,476.59,43.06,77.06,2024-01-16
4397,13,128.31,41.89,422.39,15.71,69.86,2024-01-17
4398,13,41.99,39.5,19.81,38.05,55.21,2024-01-18
4399,13,41.99,11.72,1.11,2.86,31.72,2024-01-19
4400,13,68.62,9.52,15.34,94.72,36.77,2024-01-20
4401,13,13.65,16.64,327.64,88.48,15.36,2024-01-21
4402,13,579.55,120.43,33.49,13.26,76.77,2024-01-22
4403,13,100.2,29.8,57.28,1.58,3.81,2024-01-23
4404,13,213.28,62.97,84.89,75.74,27.0,2024-01-24
4405,13,144.47,47.41,650.04,12.79,84.36,2024-01-25
4406,13,23.2,1.45,467.29,16.35,64.77,2024-01-26
4407,13,90.35,77.39,232.55,1.25,39.28,2024-01-27
4408,13,158.88,7.05,83.29,83.75,99.62,2024-01-28
4409,13,91.93,137.07,6.86,42.43,73.23,2024-01-29
4410,13,35.48,30.73,36.99,5.65,55.02,2024-01-30
4411,13,75.9,120.69,91.2,78.92,59.56,2024-01-31
4412,13,31.9,13.08,71.59,414.06,6.13,2024-02-01
4413,13,97.35,61.23,77.76,81.66,16.32,2024-02-02
4414,13,7.31,1.05,297.16,53.15,44.76,2024-02-03
4415,13,115.85,4.3,191.22,106.79,3.72,2024-02-04
4416,13,195.56,13.08,144.16,73.45,10.1,2024-02-05
4417,13,50.71,39.17,60.89,17.52,70.69,2024-02-06
4418,13,147.99,52.74,5.03,136.24,89.53,2024-02-07
4419,13,418.36,1.61,191.94,102.29,26.56,2024-02-08
4420,13,168.2,2.16,786.41,70.67,42.37,2024-02-09
4421,13,20.25,13.47,29.04,50.21,70.29,2024-02-10
4422,13,129.63,2.5,220.32,18.49,93.36,2024-02-11
4423,13,298.26,2.97,91.93,58.91,34.76,2024-02-12
4424,13,470.07,124.97,343.9,171.17,19.51,2024-02-13
4425,13,19.42,66.52,257.32,24.16,85.69,2024-02-14
4426,13,214.57,7.0,197.5,51.58,81.56,2024-02-15
4427,13,291.51,150.87,110.62,54.21,92.86,2024-02-16
4428,13,125.88,15.94,45.56,58.19,2.16,2024-02-17
4429,13,64.17,3.71,987.21,102.89,55.81,2024-02-18
4430,13,72.58,11.24,8.75,29.43,73.52,2024-02-19
4431,13,608.74,86.04,10.88,129.3,4.15,2024-02-20
4432,13,66.78,44.64,18.57,93.32,62.07,2024-02-21
4433,13,249.56,12.4,226.89,4.25,58.52,2024-02-22
4434,13,820.08,29.29,101.74,38.52,11.46,2024-02-23
4435,13,19.01,24.07,421.11,1498.93,71.79,2024-02-24
4436,13,21.51,11.8,186.7,15.08,72.95,2024-02-25
4437,13,130.95,13.85,143.65,177.78,13.77,2024-02-26
4438,13,149.22,9.25,106.96,85.24,26.85,2024-02-27
4439,13,111.49,61.18,119.26,194.88,75.82,2024-02-28
4440,13,293.46,7.47,44.81,133.78,55.67,2024-02-29
4441,13,44.46,51.12,158.68,31.46,11.35,2024-03-01
4442,13,168.24,64.58,201.19,76.8,18.26,2024-03-02
4443,13,326.59,21.03,38.54,94.15,66.76,2024-03-03
4444,13,54.18,80.54,229.82,114.51,72.75,2024-03-04
4445,13,82.19,33.82,209.86,121.73,58.76,2024-03-05
4446,13,159.39,161.98,2.54,4.93,99.33,2024-03-06
4447,13,339.17,4.4,159.46,16.59,72.32,2024-03-07
4448,13,34.33,45.24,294.77,2.25,85.26,2024-03-08
4449,13,196.11,47.7,208.84,1410.3,32.85,2024-03-09
4450,13,17.48,48.69,92.97,2.44,30.78,2024-03-10
4451,13,12.65,22.37,111.92,167.13,24.87,2024-03-11
4452,13,408.43,19.65,61.13,11.18,42.03,2024-03-12
4453,13,288.81,8.58,7.52,170.24,14.6,2024-03-13
4454,13,365.28,47.87,32.1,7.7,35.78,2024-03-14
4455,13,14.49,13.37,219.33,36.21,74.77,2024-03-15
4456,13,156.9,20.72,299.11,168.52,73.68,2024-03-16
4457,13,999.99,25.49,384.3,51.22,77.33,2024-03-17
4458,13,392.55,3.43,341.86,4.57,14.31,2024-03-18
4459,13,196.82,11.8,196.34,57.37,90.59,2024-03-19
4460,13,454.01,13.11,14.13,0.55,25.91,2024-03-20
4461,13,28.94,8.33,210.97,153.67,83.58,2024-03-21
4462,13,291.65,90.21,15.91,2.55,35.78,2024-03-22
4463,13,101.22,26.05,173.36,63.68,86.34,2024-03-23
4464,13,26.01,1.67,147.77,71.71,29.39,2024-03-24
4465,13,301.84,47.24,147.62,18.43,44.23,2024-03-25
4466,13,93.31,124.69,95.22,62.57,60.19,2024-03-26
4467,13,223.17,21.88,109.03,6.49,48.72,2024-03-27
4468,13,206.47,67.21,186.43,93.42,64.09,2024-03-28
4469,13,153.77,69.94,216.69,23.5,51.5,2024-03-29
4470,13,91.22,47.65,137.07,1128.53,79.88,2024-03-30
4471,13,17.37,47.87,80.35,3.43,48.82,2024-03-31
4472,13,98.26,9.2,164.02,9.69,78.75,2024-04-01
4473,13,33.59,5.55,542.69,24.98,17.05,2024-04-02
4474,13,78.05,102.62,12.14,21.6,16.2,2024-04-03
4475,13,174.44,40.14,424.96,33.23,32.83,2024-04-04
4476,13,79.18,20.63,904.12,73.95,92.54,2024-04-05
4477,13,60.09,33.88,524.76,1020.48,69.93,2024-04-06
4478,13,21.66,111.91,515.65,104.38,32.16,2024-04-07
4479,13,326.18,18.52,64.26,59.77,29.94,2024-04-08
4480,13,32.44,6.77,259.7,38.02,51.81,2024-04-09
4481,13,20.59,37.85,17.55,96.29,44.36,2024-04-10
4482,13,266.6,44.9,218.27,43.12,1.69,2024-04-11
4483,13,137.36,14.67,189.97,48.87,3.52,2024-04-12
4484,13,294.74,4.11,136.49,21.05,92.42,2024-04-13
4485,13,76.5,40.57,227.09,25.4,22.7,2024-04-14
4486,13,115.09,16.89,225.15,69.92,11.09,2024-04-15
4487,13,74.31,82.92,84.67,144.25,88.2,2024-04-16
4488,13,126.05,14.38,39.21,5.98,60.77,2024-04-17
4489,13,366.38,3.44,3.64,248.72,69.9,2024-04-18
4490,13,74.51,4.71,223.4,45.01,74.08,2024-04-19
4491,13,69.35,54.79,419.05,136.38,40.46,2024-04-20
4492,13,86.93,29.18,77.93,67.3,85.66,2024-04-21
4493,13,114.75,2.18,128.12,67.23,25.73,2024-04-22
4494,13,211.4,17.34,3.42,39.98,37.62,2024-04-23
4495,13,347.19,20.57,256.99,21.68,7.61,2024-04-24
4496,13,157.6,13.85,625.25,13.91,11.46,2024-04-25
4497,13,670.53,9.05,36.72,29.75,1.61,2024-04-26
4498,13,53.66,46.98,162.83,320.95,64.79,2024-04-27
4499,13,329.87,15.21,30.03,51.92,21.3,2024-04-28
4500,13,31.15,20.4,11.97,118.29,38.52,2024-04-29
4501,13,206.71,17.39,219.53,229.53,57.13,2024-04-30
4502,13,48.59,70.02,152.51,1151.12,78.97,2024-05-01
4503,13,390.76,60.96,93.58,152.57,72.26,2024-05-02
4504,13,187.82,34.17,127.16,58.45,72.04,2024-05-03
4505,13,213.1,9.25,207.03,75.29,73.88,2024-05-04
4506,13,121.06,51.71,533.29,9.85,60.32,2024-05-05
4507,13,558.61,37.17,3.58,120.17,41.14,2024-05-06
4508,13,174.69,44.31,34.32,43.19,96.54,2024-05-07
4509,13,10.19,35.01,29.1,44.08,81.67,2024-05-08
4510,13,185.53,77.54,523.1,154.5,79.66,2024-05-09
4511,13,435.92,25.39,50.24,47.49,84.26,2024-05-10
4512,13,202.3,16.56,43.26,42.59,73.38,2024-05-11
4513,13,118.1,45.27,535.68,193.66,90.12,2024-05-12
4514,13,13.62,0.24,35.51,42.19,75.45,2024-05-13
4515,13,6.81,15.71,456.11,126.89,82.43,2024-05-14
4516,13,54.55,67.2,184.12,77.95,5.1,2024-05-15
4517,13,144.05,22.95,270.37,6.7,9.39,2024-05-16
4518,13,19.26,28.71,338.51,152.46,13.67,2024-05-17
4519,13,106.04,28.76,87.63,58.05,65.41,2024-05-18
4520,13,94.93,91.36,205.78,31.74,99.21,2024-05-19
4521,13,106.91,48.01,363.86,99.79,26.68,2024-05-20
4522,13,158.59,67.37,157.79,184.72,13.11,2024-05-21
4523,13,529.16,49.89,284.31,1493.04,73.05,2024-05-22
4524,13,14.78,139.18,83.09,24.66,78.18,2024-05-23
4525,13,63.62,26.68,182.68,21.82,35.33,2024-05-24
4526,13,36.11,174.89,89.5,14.43,5.4,2024-05-25
4527,13,86.13,70.18,375.42,19.31,68.21,2024-05-26
4528,13,170.92,0.46,603.26,41.17,34.96,2024-05-27
4529,13,6.84,1.95,169.27,32.73,36.92,2024-05-28
4530,13,352.54,25.58,98.77,7.04,70.6,2024-05-29
4531,13,236.59,28.02,417.9,1188.28,92.47,2024-05-30
4532,13,17.14,10.24,5.65,35.23,44.06,2024-05-31
4533,13,131.16,86.15,57.39,161.64,70.47,2024-06-01
4534,13,206.1,16.61,807.17,1095.82,10.27,2024-06-02
4535,13,27.87,79.99,369.97,107.11,10.33,2024-06-03
4536,13,397.93,11.32,199.15,13.86,35.8,2024-06-04
4537,13,82.18,35.3,17.17,12.19,61.57,2024-06-05
4538,13,96.55,61.29,163.7,211.57,45.85,2024-06-06
4539,13,72.98,71.8,74.88,28.67,3.52,2024-06-07
4540,13,2.39,58.03,151.34,1037.5,55.99,2024-06-08
4541,13,14.88,3.61,114.85,107.74,11.67,2024-06-09
4542,13,98.19,18.26,483.31,197.87,91.07,2024-06-10
4543,13,131.81,1.37,489.54,33.74,95.61,2024-06-11
4544,13,7.79,19.76,9.44,17.38,25.44,2024-06-12
4545,13,8.56,38.56,154.83,30.67,83.41,2024-06-13
4546,13,110.83,21.68,203.77,86.03,39.64,2024-06-14
4547,13,33.97,16.53,9.19,365.82,72.75,2024-06-15
4548,13,101.02,14.91,233.82,70.53,56.42,2024-06-16
4549,13,52.04,51.62,0.19,116.49,29.05,2024-06-17
4550,13,8.3,22.51,246.83,290.23,80.0,2024-06-18
4551,13,184.6,71.88,44.49,112.46,81.45,2024-06-19
4552,13,53.05,22.91,62.27,1228.71,89.07,2024-06-20
4553,13,569.64,9.13,158.35,52.52,74.48,2024-06-21
4554,13,407.01,69.64,77.11,52.95,96.12,2024-06-22
4555,13,170.92,17.37,354.27,14.75,36.22,2024-06-23
4556,13,342.29,23.62,493.52,255.49,29.09,2024-06-24
4557,13,46.93,4.91,530.88,104.48,21.18,2024-06-25
4558,13,85.1,126.92,271.55,41.42,2.45,2024-06-26
4559,13,105.35,5.43,88.91,17.91,82.05,2024-06-27
4560,13,119.53,7.38,16.48,40.35,67.76,2024-06-28
4561,13,311.67,0.75,353.51,168.27,49.92,2024-06-29
4562,13,65.95,21.56,253.27,8.75,53.84,2024-06-30
4563,13,867.02,20.03,19.64,95.02,75.64,2024-07-01
4564,13,259.4,0.55,201.5,9.12,62.77,2024-07-02
4565,13,12.52,34.06,110.33,371.97,13.56,2024-07-03
4566,13,364.29,30.4,287.76,157.3,96.05,2024-07-04
4567,13,42.78,53.89,535.67,66.92,79.8,2024-07-05
4568,13,345.3,58.2,462.81,95.3,41.73,2024-07-06
4569,13,154.74,46.67,160.55,157.6,50.53,2024-07-07
4570,13,85.18,100.33,299.08,1435.28,6.65,2024-07-08
4571,13,16.18,173.81,56.51,121.96,87.48,2024-07-09
4572,13,6.83,50.82,430.2,78.12,28.71,2024-07-10
4573,13,215.51,44.29,53.8,1400.87,92.84,2024-07-11
4574,13,20.45,5.94,116.45,16.66,94.2,2024-07-12
4575,13,53.53,6.3,169.49,201.84,77.95,2024-07-13
4576,13,223.57,4.16,62.75,20.61,34.53,2024-07-14
4577,13,15.51,68.68,438.14,92.74,41.17,2024-07-15
4578,13,142.5,28.99,345.41,89.25,43.94,2024-07-16
4579,13,148.02,101.68,121.05,63.92,99.82,2024-07-17
4580,13,42.05,13.02,7.86,182.18,23.63,2024-07-18
4581,13,113.33,21.82,593.74,9.26,57.72,2024-07-19
4582,13,206.57,27.75,181.82,10.9,53.0,2024-07-20
4583,13,153.39,8.57,35.54,77.12,2.13,2024-07-21
4584,13,389.52,12.62,248.19,155.3,82.64,2024-07-22
4585,13,51.65,2.27,69.86,34.98,79.56,2024-07-23
4586,13,281.66,1.81,30.97,33.35,18.93,2024-07-24
4587,13,332.46,43.0,30.98,112.52,22.45,2024-07-25
4588,13,850.27,22.8,200.02,200.54,23.87,2024-07-26
4589,13,52.45,16.83,68.12,82.13,87.49,2024-07-27
4590,13,341.4,125.3,331.67,109.68,28.73,2024-07-28
4591,13,88.01,0.9,5.56,91.18,90.9,2024-07-29
4592,13,224.79,54.09,270.74,35.11,70.02,2024-07-30
4593,13,5.76,4.5,186.0,4.79,32.31,2024-07-31
4594,13,103.48,24.24,84.92,44.85,7.43,2024-08-01
4595,13,77.68,27.97,45.57,13.89,59.22,2024-08-02
4596,13,53.61,56.54,156.07,75.61,12.43,2024-08-03
4597,13,448.86,22.59,275.99,48.92,23.0,2024-08-04
4598,13,320.91,30.6,666.71,13.21,98.3,2024-08-05
4599,13,136.74,21.23,133.88,159.37,82.29,2024-08-06
4600,13,40.82,133.84,97.83,140.68,53.68,2024-08-07
4601,13,291.24,3.43,147.07,4.67,35.34,2024-08-08
4602,13,336.35,2.89,93.89,6.37,12.09,2024-08-09
4603,13,38.24,3.43,595.75,21.77,64.77,2024-08-10
4604,13,77.78,63.98,83.15,41.96,50.09,2024-08-11
4605,13,15.8,79.55,637.06,145.68,65.09,2024-08-12
4606,13,36.42,80.16,260.91,156.57,88.92,2024-08-13
4607,13,175.17,8.48,82.93,27.7,44.91,2024-08-14
4608,13,109.86,0.29,125.54,21.45,48.49,2024-08-15
4609,13,10.73,7.06,308.18,56.72,39.91,2024-08-16
4610,13,65.48,7.69,294.29,305.4,2.38,2024-08-17
4611,13,425.92,45.2,107.14,41.08,63.44,2024-08-18
4612,13,14.4,3.62,242.4,145.34,74.69,2024-08-19
4613,13,156.68,3.27,81.23,27.57,9.98,2024-08-20
4614,13,90.61,16.6,999.99,44.84,80.96,2024-08-21
4615,13,73.78,84.84,180.99,1218.84,70.57,2024-08-22
4616,13,102.71,13.4,23.44,13.01,85.8,2024-08-23
4617,13,68.13,71.7,1.38,36.59,87.41,2024-08-24
4618,13,54.0,93.6,36.93,99.21,70.27,2024-08-25
4619,13,50.28,72.09,56.26,162.1,61.92,2024-08-26
4620,13,47.23,8.59,374.01,203.64,44.85,2024-08-27
4621,13,81.05,18.9,660.89,26.76,27.74,2024-08-28
4622,13,190.81,64.11,427.03,1210.62,35.97,2024-08-29
4623,13,388.15,15.99,34.76,135.94,60.5,2024-08-30
4624,13,276.16,40.74,8.83,4.57,32.78,2024-08-31
4625,13,44.84,6.79,280.87,7.49,38.97,2024-09-01
4626,13,81.2,120.0,303.36,162.8,33.03,2024-09-02
4627,13,168.1,87.87,292.45,31.85,76.29,2024-09-03
4628,13,58.28,45.96,622.45,88.64,20.19,2024-09-04
4629,13,164.63,56.42,99.72,47.46,57.85,2024-09-05
4630,13,164.48,1.45,236.65,253.95,89.86,2024-09-06
4631,13,12.56,8.01,6.24,6.17,89.08,2024-09-07
4632,13,22.99,13.26,319.55,1.84,2.53,2024-09-08
4633,13,43.82,42.19,442.68,167.9,47.44,2024-09-09
4634,13,199.96,19.94,198.21,538.23,44.49,2024-09-10
4635,13,544.63,148.57,116.81,32.21,42.94,2024-09-11
4636,13,33.34,8.01,224.97,331.5,91.91,2024-09-12
4637,13,125.27,33.8,277.41,129.79,9.87,2024-09-13
4638,13,185.24,85.08,328.23,71.23,7.28,2024-09-14
4639,13,105.36,2.82,193.35,45.82,79.19,2024-09-15
4640,13,268.12,27.11,4.08,9.16,51.34,2024-09-16
4641,13,51.11,51.38,22.79,78.51,10.09,2024-09-17
4642,13,90.4,1.84,24.29,9.02,34.82,2024-09-18
4643,13,129.45,24.72,68.2,130.37,67.47,2024-09-19
4644,13,23.48,80.83,43.33,24.74,3.49,2024-09-20
4645,13,138.51,29.79,142.93,58.18,95.6,2024-09-21
4646,13,297.58,57.12,157.88,234.82,40.88,2024-09-22
4647,13,60.64,14.72,53.98,47.62,36.01,2024-09-23
4648,13,7.18,17.65,268.18,11.29,40.44,2024-09-24
4649,13,32.62,33.57,55.93,2.32,28.63,2024-09-25
4650,13,354.24,15.58,26.98,46.84,87.11,2024-09-26
4651,13,5.88,12.7,215.64,1.02,21.69,2024-09-27
4652,13,214.11,80.23,27.47,24.93,49.9,2024-09-28
4653,13,293.09,21.12,312.88,1.25,11.47,2024-09-29
4654,13,201.75,16.46,256.92,97.87,17.89,2024-09-30
4655,13,14.82,59.18,476.73,13.93,15.74,2024-10-01
4656,13,94.97,6.44,616.21,67.26,34.35,2024-10-02
4657,13,60.04,17.46,69.84,15.19,27.66,2024-10-03
4658,13,377.37,1.02,297.16,162.84,15.66,2024-10-04
4659,13,22.5,5.34,999.99,17.83,44.62,2024-10-05
4660,13,76.82,1.62,21.69,54.93,93.97,2024-10-06
4661,13,157.63,25.2,6.39,127.59,51.31,2024-10-07
4662,13,124.27,4.97,489.03,99.16,93.05,2024-10-08
4663,13,55.09,5.22,163.49,31.48,51.77,2024-10-09
4664,13,292.46,127.95,108.37,107.81,61.86,2024-10-10
4665,13,45.89,26.83,209.37,110.63,55.55,2024-10-11
4666,13,87.7,12.78,51.77,115.74,29.74,2024-10-12
4667,13,7.24,30.99,169.56,14.25,41.31,2024-10-13
4668,13,3.85,30.46,105.51,77.7,53.4,2024-10-14
4669,13,23.89,37.99,158.13,25.99,32.9,2024-10-15
4670,13,6.86,12.34,204.34,4.98,78.54,2024-10-16
4671,13,486.58,35.54,33.14,44.69,55.57,2024-10-17
4672,13,3.45,59.71,217.21,69.39,80.33,2024-10-18
4673,13,142.91,64.87,438.72,59.27,22.32,2024-10-19
4674,13,620.42,9.29,77.02,88.68,69.3,2024-10-20
4675,13,208.87,1.52,382.4,17.71,27.92,2024-10-21
4676,13,16.46,16.81,14.54,145.04,74.86,2024-10-22
4677,13,322.71,1.72,68.37,58.18,80.45,2024-10-23
4678,13,5.99,7.8,266.91,87.26,94.63,2024-10-24
4679,13,54.38,95.01,483.28,12.73,38.42,2024-10-25
4680,13,338.07,7.59,101.47,26.95,34.0,2024-10-26
4681,13,57.93,21.22,250.61,5.06,86.18,2024-10-27
4682,13,301.09,32.46,249.17,15.41,87.06,2024-10-28
4683,13,112.52,5.91,473.35,256.63,17.1,2024-10-29
4684,13,3.24,17.16,57.04,178.56,9.97,2024-10-30
4685,13,280.31,1.32,67.31,35.76,45.46,2024-10-31
4686,13,77.17,5.85,236.68,32.16,35.16,2024-11-01
4687,13,202.52,8.2,9.32,41.17,30.26,2024-11-02
4688,13,19.02,26.66,670.25,21.32,79.58,2024-11-03
4689,13,11.5,10.34,227.54,107.08,86.82,2024-11-04
4690,13,148.15,24.38,163.73,140.76,92.18,2024-11-05
4691,13,3.29,133.65,174.99,166.11,7.18,2024-11-06
4692,13,156.75,22.01,273.42,127.46,88.67,2024-11-07
4693,13,80.99,111.13,455.16,250.02,96.07,2024-11-08
4694,13,299.45,18.53,218.18,105.56,28.43,2024-11-09
4695,13,504.77,143.13,11.44,6.11,73.68,2024-11-10
4696,13,95.96,28.44,15.03,133.71,89.38,2024-11-11
4697,13,57.47,7.43,210.22,88.1,83.34,2024-11-12
4698,13,34.49,0.35,27.65,44.32,1.8,2024-11-13
4699,13,268.17,29.65,263.18,106.95,67.91,2024-11-14
4700,13,2.42,17.2,69.66,46.6,40.28,2024-11-15
4701,13,556.93,28.86,76.64,51.16,32.22,2024-11-16
4702,13,152.66,50.98,226.93,93.06,9.91,2024-11-17
4703,13,78.64,38.31,305.31,39.27,44.65,2024-11-18
4704,13,282.73,32.57,226.89,159.38,23.6,2024-11-19
4705,13,131.42,110.03,419.77,1004.48,38.57,2024-11-20
4706,13,392.18,50.72,46.11,363.82,74.43,2024-11-21
4707,13,543.77,47.83,254.34,91.76,46.59,2024-11-22
4708,13,64.99,13.15,84.91,99.37,91.62,2024-11-23
4709,13,48.4,180.11,779.56,111.99,57.78,2024-11-24
4710,13,310.28,38.18,55.77,17.9,8.3,2024-11-25
4711,13,159.01,7.76,3.41,217.66,9.73,2024-11-26
4712,13,169.68,86.01,6.46,133.59,44.84,2024-11-27
4713,13,18.57,19.85,301.72,115.91,70.47,2024-11-28
4714,13,301.82,7.22,247.96,215.54,70.42,2024-11-29
4715,13,306.17,11.61,337.96,197.9,78.29,2024-11-30
4716,13,118.66,4.63,119.9,116.9,44.75,2024-12-01
4717,13,7.48,16.94,188.5,4.08,33.46,2024-12-02
4718,13,222.71,109.42,543.38,73.88,13.36,2024-12-03
4719,13,148.56,18.41,464.15,29.83,5.07,2024-12-04
4720,13,193.68,3.41,181.22,113.28,65.06,2024-12-05
4721,13,115.84,58.22,20.18,178.84,14.73,2024-12-06
4722,13,213.77,62.57,409.91,56.13,42.63,2024-12-07
4723,13,463.47,13.26,104.14,180.57,38.69,2024-12-08
4724,13,145.45,34.8,302.13,204.01,41.26,2024-12-09
4725,13,3.19,2.98,87.01,70.57,66.39,2024-12-10
4726,13,8.86,9.98,34.8,41.73,86.82,2024-12-11
4727,13,524.29,25.14,247.57,72.64,96.96,2024-12-12
4728,13,2.93,110.21,26.85,27.42,74.91,2024-12-13
4729,13,107.5,6.08,111.02,114.09,37.62,2024-12-14
4730,13,120.78,51.99,164.85,87.49,44.42,2024-12-15
4731,13,23.13,118.28,13.83,285.99,75.17,2024-12-16
4732,13,79.97,36.64,72.44,6.12,42.08,2024-12-17
4733,13,187.01,4.28,113.51,103.56,57.84,2024-12-18
4734,13,4.36,23.23,302.27,112.25,84.3,2024-12-19
4735,13,162.56,0.78,97.29,125.35,83.86,2024-12-20
4736,13,17.39,35.94,146.2,98.15,37.8,2024-12-21
4737,13,207.63,8.2,507.31,25.46,94.17,2024-12-22
4738,13,57.15,46.4,124.07,111.28,7.8,2024-12-23
4739,13,258.61,24.94,675.05,89.62,64.05,2024-12-24
4740,13,71.06,10.2,280.96,73.8,61.4,2024-12-25
4741,13,222.27,5.32,425.41,12.35,51.29,2024-12-26
4742,13,0.05,17.38,240.36,179.33,39.99,2024-12-27
4743,13,126.76,1.45,43.05,35.38,57.91,2024-12-28
4744,13,116.56,8.23,569.55,138.9,10.84,2024-12-29
4745,13,21.23,21.96,254.32,3.92,28.87,2024-12-30
4746,14,93.38,22.9,246.27,23.72,9.63,2024-01-01
4747,14,31.08,8.39,21.05,60.66,42.65,2024-01-02
4748,14,1.34,74.64,779.82,1424.16,46.8,2024-01-03
4749,14,110.23,43.6,3.72,163.14,21.69,2024-01-04
4750,14,271.02,45.95,413.57,4.48,25.4,2024-01-05
4751,14,26.79,10.81,145.59,144.41,19.02,2024-01-06
4752,14,21.15,18.16,887.83,396.92,17.01,2024-01-07
4753,14,126.04,4.58,325.99,41.67,58.2,2024-01-08
4754,14,2.43,126.82,328.26,3.48,71.99,2024-01-09
4755,14,33.46,54.86,51.49,233.79,50.47,2024-01-10
4756,14,21.97,9.01,1.39,86.16,27.95,2024-01-11
4757,14,117.63,191.22,291.23,285.82,47.58,2024-01-12
4758,14,284.6,31.6,236.51,81.56,60.27,2024-01-13
4759,14,91.8,27.91,62.98,144.47,13.4,2024-01-14
4760,14,395.53,75.29,59.45,60.33,35.7,2024-01-15
4761,14,160.17,104.16,999.99,20.11,90.07,2024-01-16
4762,14,9.68,24.33,130.56,31.22,30.02,2024-01-17
4763,14,71.08,49.45,239.96,71.49,15.88,2024-01-18
4764,14,162.79,51.3,148.86,1184.94,82.57,2024-01-19
4765,14,60.09,6.91,992.05,13.4,53.37,2024-01-20
4766,14,149.22,113.03,316.54,156.79,88.62,2024-01-21
4767,14,999.99,8.54,518.04,19.33,23.29,2024-01-22
4768,14,277.16,68.39,357.61,31.2,71.53,2024-01-23
4769,14,217.18,3.08,101.15,274.9,80.62,2024-01-24
4770,14,20.17,73.2,335.43,20.69,97.27,2024-01-25
4771,14,61.01,4.66,139.77,150.43,59.62,2024-01-26
4772,14,13.0,4.8,54.29,454.84,74.99,2024-01-27
4773,14,240.7,8.15,106.96,62.5,2.05,2024-01-28
4774,14,78.8,9.93,583.93,16.95,8.4,2024-01-29
4775,14,199.3,17.89,35.1,105.81,97.79,2024-01-30
4776,14,41.29,33.4,330.31,158.28,55.49,2024-01-31
4777,14,61.38,32.76,153.39,54.56,29.5,2024-02-01
4778,14,663.45,43.41,26.68,0.53,4.9,2024-02-02
4779,14,144.62,172.86,49.87,234.78,91.88,2024-02-03
4780,14,492.77,176.33,13.08,144.3,45.78,2024-02-04
4781,14,170.41,110.27,10.0,42.27,19.81,2024-02-05
4782,14,72.44,15.35,149.46,216.93,78.34,2024-02-06
4783,14,3.59,42.24,93.63,162.89,58.34,2024-02-07
4784,14,323.16,5.48,280.72,208.03,74.85,2024-02-08
4785,14,86.14,68.14,140.26,5.03,36.85,2024-02-09
4786,14,106.09,189.6,263.35,70.41,75.48,2024-02-10
4787,14,25.87,3.55,470.04,50.17,99.42,2024-02-11
4788,14,23.31,34.26,57.6,63.1,50.15,2024-02-12
4789,14,161.87,26.7,270.72,106.56,50.39,2024-02-13
4790,14,292.11,58.45,244.26,87.22,94.57,2024-02-14
4791,14,19.87,4.6,234.38,186.12,74.33,2024-02-15
4792,14,276.94,8.69,69.18,1.71,28.35,2024-02-16
4793,14,765.49,33.63,70.47,35.95,94.06,2024-02-17
4794,14,345.99,25.09,221.11,30.88,37.71,2024-02-18
4795,14,596.06,0.86,18.64,139.12,99.54,2024-02-19
4796,14,100.17,65.65,26.02,26.58,49.15,2024-02-20
4797,14,2.43,0.84,261.55,326.2,14.05,2024-02-21
4798,14,199.93,3.72,153.42,5.5,54.09,2024-02-22
4799,14,35.25,53.77,4.88,64.7,80.12,2024-02-23
4800,14,70.15,32.55,396.14,138.17,13.59,2024-02-24
4801,14,23.77,23.85,21.81,96.52,9.77,2024-02-25
4802,14,47.41,55.34,356.75,162.2,69.03,2024-02-26
4803,14,231.48,23.63,80.8,7.28,91.9,2024-02-27
4804,14,208.75,79.16,57.46,67.54,89.7,2024-02-28
4805,14,103.47,27.08,365.27,17.36,18.18,2024-02-29
